0.000002,0.000002,0.103545,0.039519,0.000002,0.692345,0.164581,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983
0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983
0.000002,0.000002,0.088427,0.000002,0.000002,0.014046,0.895995,0.001522
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002
0.000002,0.000002,0.084024,0.000002,0.000002,0.021122,0.891679,0.003165
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.999983,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000002,0.999983,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
